site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
194,Jenda Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.431729+00:00,109
194,Jenda Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.431729+00:00,139
194,Jenda Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.431729+00:00,2
194,Jenda Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.431729+00:00,35
194,Jenda Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.431729+00:00,19
194,Jenda Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.431729+00:00,1
194,Jenda Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.431729+00:00,7
194,Jenda Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.431729+00:00,136
194,Jenda Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.431729+00:00,682
194,Jenda Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.431729+00:00,9
194,Jenda Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.431729+00:00,109
194,Jenda Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.431729+00:00,19
194,Jenda Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.431729+00:00,90
194,Jenda Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.431729+00:00,13
194,Jenda Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.431729+00:00,55
194,Jenda Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.431729+00:00,82
194,Jenda Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.431729+00:00,2
194,Jenda Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.431729+00:00,86
194,Jenda Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.431729+00:00,16
194,Jenda Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.431729+00:00,21
194,Jenda Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.431729+00:00,1023
194,Jenda Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.431729+00:00,25
194,Jenda Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.431729+00:00,19
194,Jenda Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.431729+00:00,54
194,Jenda Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.431729+00:00,2
194,Jenda Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.431729+00:00,14
194,Jenda Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.431729+00:00,67
194,Jenda Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.431729+00:00,77
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
248,Kasinje Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.432479+00:00,38
248,Kasinje Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.432479+00:00,22
248,Kasinje Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.432479+00:00,16
248,Kasinje Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.432479+00:00,10
248,Kasinje Health Centre,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.432479+00:00,1
248,Kasinje Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.432479+00:00,83
248,Kasinje Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.432479+00:00,20
248,Kasinje Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.432479+00:00,98
248,Kasinje Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.432479+00:00,74
248,Kasinje Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.432479+00:00,53
248,Kasinje Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.432479+00:00,4
248,Kasinje Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.432479+00:00,647
248,Kasinje Health Centre,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.432479+00:00,3
248,Kasinje Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.432479+00:00,22
248,Kasinje Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.432479+00:00,1161
248,Kasinje Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.432479+00:00,11
248,Kasinje Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.432479+00:00,212
248,Kasinje Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.432479+00:00,137
248,Kasinje Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.432479+00:00,62
248,Kasinje Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.432479+00:00,62
248,Kasinje Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.432479+00:00,76
248,Kasinje Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.432479+00:00,38
248,Kasinje Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.432479+00:00,23
248,Kasinje Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.432479+00:00,140
248,Kasinje Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.432479+00:00,9
248,Kasinje Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.432479+00:00,87
248,Kasinje Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.432479+00:00,54
248,Kasinje Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.432479+00:00,25
248,Kasinje Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.432479+00:00,238
248,Kasinje Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.432479+00:00,16
248,Kasinje Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.432479+00:00,3
248,Kasinje Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.432479+00:00,61
248,Kasinje Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.432479+00:00,17
248,Kasinje Health Centre,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.432479+00:00,2
248,Kasinje Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.432479+00:00,116
248,Kasinje Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.432479+00:00,89
248,Kasinje Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.432479+00:00,12
248,Kasinje Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.432479+00:00,31
248,Kasinje Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.432479+00:00,39
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
303,Liuzi Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.432949+00:00,1
303,Liuzi Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,Male,<1 years,2025-08-26 01:24:06.432949+00:00,1
303,Liuzi Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.432949+00:00,6
303,Liuzi Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.432949+00:00,56
303,Liuzi Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.432949+00:00,15
303,Liuzi Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.432949+00:00,49
303,Liuzi Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.432949+00:00,34
303,Liuzi Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.432949+00:00,41
303,Liuzi Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.432949+00:00,26
303,Liuzi Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.432949+00:00,24
303,Liuzi Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.432949+00:00,9
303,Liuzi Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.432949+00:00,4
303,Liuzi Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.432949+00:00,4
303,Liuzi Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.432949+00:00,15
303,Liuzi Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.432949+00:00,289
303,Liuzi Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.432949+00:00,11
303,Liuzi Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.432949+00:00,36
303,Liuzi Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.432949+00:00,28
303,Liuzi Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.432949+00:00,18
303,Liuzi Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.432949+00:00,22
303,Liuzi Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.432949+00:00,5
303,Liuzi Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.432949+00:00,4
303,Liuzi Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.432949+00:00,8
303,Liuzi Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.432949+00:00,1
303,Liuzi Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.432949+00:00,201
303,Liuzi Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.432949+00:00,40
303,Liuzi Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.432949+00:00,14
303,Liuzi Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.432949+00:00,19
303,Liuzi Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.432949+00:00,20
303,Liuzi Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.432949+00:00,3
303,Liuzi Health Centre,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.432949+00:00,1
303,Liuzi Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.432949+00:00,10
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
359,Mangochi District Hospital,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.437398+00:00,26
359,Mangochi District Hospital,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.437398+00:00,282
359,Mangochi District Hospital,TX_CURR,Unknown,15-19 years,2025-08-26 01:24:06.437398+00:00,1
359,Mangochi District Hospital,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.437398+00:00,91
359,Mangochi District Hospital,TX_CURR,FNP,All,2025-08-26 01:24:06.437398+00:00,4917
359,Mangochi District Hospital,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.437398+00:00,173
359,Mangochi District Hospital,TX_CURR,FBF,All,2025-08-26 01:24:06.437398+00:00,411
359,Mangochi District Hospital,TX_CURR,Female,90 plus years,2025-08-26 01:24:06.437398+00:00,2
359,Mangochi District Hospital,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.437398+00:00,252
359,Mangochi District Hospital,TX_CURR,Female,85-89 years,2025-08-26 01:24:06.437398+00:00,1
359,Mangochi District Hospital,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.437398+00:00,64
359,Mangochi District Hospital,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.437398+00:00,380
359,Mangochi District Hospital,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.437398+00:00,543
359,Mangochi District Hospital,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.437398+00:00,24
359,Mangochi District Hospital,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.437398+00:00,112
359,Mangochi District Hospital,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.437398+00:00,92
359,Mangochi District Hospital,TX_CURR,Male,90 plus years,2025-08-26 01:24:06.437398+00:00,1
359,Mangochi District Hospital,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.437398+00:00,50
359,Mangochi District Hospital,TX_CURR,Female,<1 years,2025-08-26 01:24:06.437398+00:00,2
359,Mangochi District Hospital,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.437398+00:00,110
359,Mangochi District Hospital,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.437398+00:00,746
359,Mangochi District Hospital,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.437398+00:00,297
359,Mangochi District Hospital,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.437398+00:00,96
359,Mangochi District Hospital,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.437398+00:00,21
359,Mangochi District Hospital,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.437398+00:00,50
359,Mangochi District Hospital,TX_CURR,FP,All,2025-08-26 01:24:06.437398+00:00,144
359,Mangochi District Hospital,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.437398+00:00,64
359,Mangochi District Hospital,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.437398+00:00,108
359,Mangochi District Hospital,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.437398+00:00,3
359,Mangochi District Hospital,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.437398+00:00,32
359,Mangochi District Hospital,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.437398+00:00,129
359,Mangochi District Hospital,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.437398+00:00,196
359,Mangochi District Hospital,TX_CURR,Male,All,2025-08-26 01:24:06.437398+00:00,2592
359,Mangochi District Hospital,TX_CURR,Unknown,65-69 years,2025-08-26 01:24:06.437398+00:00,1
359,Mangochi District Hospital,TX_CURR,Unknown,All,2025-08-26 01:24:06.437398+00:00,3
359,Mangochi District Hospital,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.437398+00:00,982
359,Mangochi District Hospital,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.437398+00:00,194
359,Mangochi District Hospital,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.437398+00:00,219
359,Mangochi District Hospital,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.437398+00:00,9
359,Mangochi District Hospital,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.437398+00:00,376
359,Mangochi District Hospital,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.437398+00:00,377
359,Mangochi District Hospital,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.437398+00:00,16
359,Mangochi District Hospital,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.437398+00:00,95
359,Mangochi District Hospital,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.437398+00:00,663
359,Mangochi District Hospital,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.437398+00:00,787
359,Mangochi District Hospital,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.437398+00:00,400
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
433,Mlangeni Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.449097+00:00,6
433,Mlangeni Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.449097+00:00,32
433,Mlangeni Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.449097+00:00,1
433,Mlangeni Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.449097+00:00,54
433,Mlangeni Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.449097+00:00,4
433,Mlangeni Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.449097+00:00,2
433,Mlangeni Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.449097+00:00,2
433,Mlangeni Health Centre,TX_CURR,Female,85-89 years,2025-08-26 01:24:06.449097+00:00,1
433,Mlangeni Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.449097+00:00,16
433,Mlangeni Health Centre,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.449097+00:00,1
433,Mlangeni Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.449097+00:00,15
433,Mlangeni Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.449097+00:00,4
433,Mlangeni Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.449097+00:00,28
433,Mlangeni Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.449097+00:00,31
433,Mlangeni Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.449097+00:00,1
433,Mlangeni Health Centre,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.449097+00:00,1
433,Mlangeni Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.449097+00:00,27
433,Mlangeni Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.449097+00:00,22
433,Mlangeni Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.449097+00:00,15
433,Mlangeni Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.449097+00:00,9
433,Mlangeni Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.449097+00:00,166
433,Mlangeni Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.449097+00:00,51
433,Mlangeni Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.449097+00:00,28
433,Mlangeni Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.449097+00:00,9
433,Mlangeni Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.449097+00:00,34
433,Mlangeni Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.449097+00:00,13
433,Mlangeni Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.449097+00:00,13
433,Mlangeni Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.449097+00:00,5
433,Mlangeni Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.449097+00:00,19
433,Mlangeni Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.449097+00:00,9
433,Mlangeni Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.449097+00:00,4
433,Mlangeni Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.449097+00:00,4
433,Mlangeni Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.449097+00:00,7
433,Mlangeni Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.449097+00:00,38
433,Mlangeni Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.449097+00:00,238
433,Mlangeni Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.449097+00:00,4
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
468,Mtwalo Health Centre,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.462312+00:00,12
468,Mtwalo Health Centre,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.462312+00:00,14
468,Mtwalo Health Centre,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.462312+00:00,5
468,Mtwalo Health Centre,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.462312+00:00,6
468,Mtwalo Health Centre,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.462312+00:00,8
468,Mtwalo Health Centre,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.462312+00:00,19
468,Mtwalo Health Centre,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.462312+00:00,15
468,Mtwalo Health Centre,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.462312+00:00,26
468,Mtwalo Health Centre,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.462312+00:00,16
468,Mtwalo Health Centre,TX_CURR,FBF,All,2025-08-26 01:24:06.462312+00:00,14
468,Mtwalo Health Centre,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.462312+00:00,18
468,Mtwalo Health Centre,TX_CURR,FP,All,2025-08-26 01:24:06.462312+00:00,11
468,Mtwalo Health Centre,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.462312+00:00,4
468,Mtwalo Health Centre,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.462312+00:00,29
468,Mtwalo Health Centre,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.462312+00:00,7
468,Mtwalo Health Centre,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.462312+00:00,4
468,Mtwalo Health Centre,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.462312+00:00,3
468,Mtwalo Health Centre,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.462312+00:00,20
468,Mtwalo Health Centre,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.462312+00:00,2
468,Mtwalo Health Centre,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.462312+00:00,14
468,Mtwalo Health Centre,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.462312+00:00,30
468,Mtwalo Health Centre,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.462312+00:00,25
468,Mtwalo Health Centre,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.462312+00:00,9
468,Mtwalo Health Centre,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.462312+00:00,4
468,Mtwalo Health Centre,TX_CURR,Male,All,2025-08-26 01:24:06.462312+00:00,155
468,Mtwalo Health Centre,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.462312+00:00,27
468,Mtwalo Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.462312+00:00,2
468,Mtwalo Health Centre,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.462312+00:00,5
468,Mtwalo Health Centre,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,FNP,All,2025-08-26 01:24:06.462312+00:00,186
468,Mtwalo Health Centre,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.462312+00:00,24
468,Mtwalo Health Centre,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.462312+00:00,1
468,Mtwalo Health Centre,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.462312+00:00,11
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
495,Mzimba District Hospital,TX_CURR,Male,1-4 years,2025-08-26 01:24:06.468670+00:00,11
495,Mzimba District Hospital,TX_CURR,Male,60-64 years,2025-08-26 01:24:06.468670+00:00,198
495,Mzimba District Hospital,TX_CURR,Male,35-39 years,2025-08-26 01:24:06.468670+00:00,190
495,Mzimba District Hospital,TX_CURR,FP,All,2025-08-26 01:24:06.468670+00:00,51
495,Mzimba District Hospital,TX_CURR,Female,1-4 years,2025-08-26 01:24:06.468670+00:00,13
495,Mzimba District Hospital,TX_CURR,Female,75-79 years,2025-08-26 01:24:06.468670+00:00,10
495,Mzimba District Hospital,TX_CURR,Female,80-84 years,2025-08-26 01:24:06.468670+00:00,3
495,Mzimba District Hospital,TX_CURR,Unknown,55-59 years,2025-08-26 01:24:06.468670+00:00,1
495,Mzimba District Hospital,TX_CURR,Male,50-54 years,2025-08-26 01:24:06.468670+00:00,304
495,Mzimba District Hospital,TX_CURR,Female,45-49 years,2025-08-26 01:24:06.468670+00:00,570
495,Mzimba District Hospital,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.468670+00:00,21
495,Mzimba District Hospital,TX_CURR,FNP,All,2025-08-26 01:24:06.468670+00:00,3389
495,Mzimba District Hospital,TX_CURR,Male,20-24 years,2025-08-26 01:24:06.468670+00:00,69
495,Mzimba District Hospital,TX_CURR,Female,<1 years,2025-08-26 01:24:06.468670+00:00,1
495,Mzimba District Hospital,TX_CURR,Female,40-44 years,2025-08-26 01:24:06.468670+00:00,628
495,Mzimba District Hospital,TX_CURR,Male,70-74 years,2025-08-26 01:24:06.468670+00:00,49
495,Mzimba District Hospital,TX_CURR,Female,5-9 years,2025-08-26 01:24:06.468670+00:00,19
495,Mzimba District Hospital,TX_CURR,Female,50-54 years,2025-08-26 01:24:06.468670+00:00,407
495,Mzimba District Hospital,TX_CURR,Male,30-34 years,2025-08-26 01:24:06.468670+00:00,115
495,Mzimba District Hospital,TX_CURR,Male,<1 years,2025-08-26 01:24:06.468670+00:00,1
495,Mzimba District Hospital,TX_CURR,Female,25-29 years,2025-08-26 01:24:06.468670+00:00,265
495,Mzimba District Hospital,TX_CURR,Male,10-14 years,2025-08-26 01:24:06.468670+00:00,36
495,Mzimba District Hospital,TX_CURR,Male,85-89 years,2025-08-26 01:24:06.468670+00:00,4
495,Mzimba District Hospital,TX_CURR,Female,65-69 years,2025-08-26 01:24:06.468670+00:00,88
495,Mzimba District Hospital,TX_CURR,FBF,All,2025-08-26 01:24:06.468670+00:00,173
495,Mzimba District Hospital,TX_CURR,Unknown,45-49 years,2025-08-26 01:24:06.468670+00:00,1
495,Mzimba District Hospital,TX_CURR,Male,40-44 years,2025-08-26 01:24:06.468670+00:00,256
495,Mzimba District Hospital,TX_CURR,Male,5-9 years,2025-08-26 01:24:06.468670+00:00,18
495,Mzimba District Hospital,TX_CURR,Female,70-74 years,2025-08-26 01:24:06.468670+00:00,40
495,Mzimba District Hospital,TX_CURR,Unknown,All,2025-08-26 01:24:06.468670+00:00,3
495,Mzimba District Hospital,TX_CURR,Male,55-59 years,2025-08-26 01:24:06.468670+00:00,240
495,Mzimba District Hospital,TX_CURR,Male,15-19 years,2025-08-26 01:24:06.468670+00:00,49
495,Mzimba District Hospital,TX_CURR,Male,25-29 years,2025-08-26 01:24:06.468670+00:00,83
495,Mzimba District Hospital,TX_CURR,Male,65-69 years,2025-08-26 01:24:06.468670+00:00,93
495,Mzimba District Hospital,TX_CURR,Female,35-39 years,2025-08-26 01:24:06.468670+00:00,491
495,Mzimba District Hospital,TX_CURR,Female,10-14 years,2025-08-26 01:24:06.468670+00:00,38
495,Mzimba District Hospital,TX_CURR,Male,45-49 years,2025-08-26 01:24:06.468670+00:00,351
495,Mzimba District Hospital,TX_CURR,Female,20-24 years,2025-08-26 01:24:06.468670+00:00,140
495,Mzimba District Hospital,TX_CURR,Female,60-64 years,2025-08-26 01:24:06.468670+00:00,168
495,Mzimba District Hospital,TX_CURR,Male,80-84 years,2025-08-26 01:24:06.468670+00:00,5
495,Mzimba District Hospital,TX_CURR,Female,55-59 years,2025-08-26 01:24:06.468670+00:00,257
495,Mzimba District Hospital,TX_CURR,Female,30-34 years,2025-08-26 01:24:06.468670+00:00,387
495,Mzimba District Hospital,TX_CURR,Unknown,60-64 years,2025-08-26 01:24:06.468670+00:00,1
495,Mzimba District Hospital,TX_CURR,Male,All,2025-08-26 01:24:06.468670+00:00,2093
495,Mzimba District Hospital,TX_CURR,Female,15-19 years,2025-08-26 01:24:06.468670+00:00,88
site_id,facility,indicator,sex,age_group,Date_Submitted,tx_curr
530,Ndamera Health Centre,TX_CURR,Male,75-79 years,2025-08-26 01:24:06.480104+00:00,5
